,gene_name,gene_id,dataset
5939,Acan,ENSMUSG00000030607,snRNAseq2
5940,Aen,ENSMUSG00000030609,snRNAseq2
5941,Sytl2,ENSMUSG00000030616,snRNAseq2
5942,Ccdc83,ENSMUSG00000030617,snRNAseq2
5943,Me3,ENSMUSG00000030621,snRNAseq2
5944,Prss23os,ENSMUSG00000030623,snRNAseq2
5945,Zfand6,ENSMUSG00000030629,snRNAseq2
5946,Fah,ENSMUSG00000030630,snRNAseq2
5947,1700010L04Rik,ENSMUSG00000030636,snRNAseq2
5948,Sh3gl3,ENSMUSG00000030638,snRNAseq2
5949,Ddias,ENSMUSG00000030641,snRNAseq2
5950,Rab30,ENSMUSG00000030643,snRNAseq2
5951,Ndufc2,ENSMUSG00000030647,snRNAseq2
5952,Anapc15,ENSMUSG00000030649,snRNAseq2
5953,Art2b,ENSMUSG00000030651,snRNAseq2
5954,Coq7,ENSMUSG00000030652,snRNAseq2
5955,Gm45837,ENSMUSG00000030653,snRNAseq2
5956,Arl6ip1,ENSMUSG00000030654,snRNAseq2
5957,Smg1,ENSMUSG00000030655,snRNAseq2
5958,Xylt1,ENSMUSG00000030657,snRNAseq2
5959,Nucb2,ENSMUSG00000030659,snRNAseq2
5960,Pik3c2a,ENSMUSG00000030660,snRNAseq2
5961,Ipo5,ENSMUSG00000030662,snRNAseq2
5962,Sox6os,ENSMUSG00000030664,snRNAseq2
5963,Calcb,ENSMUSG00000030666,snRNAseq2
5964,Cyp2r1,ENSMUSG00000030670,snRNAseq2
5965,Pde3b,ENSMUSG00000030671,snRNAseq2
5966,Mylpf,ENSMUSG00000030672,snRNAseq2
5967,Qprt,ENSMUSG00000030674,snRNAseq2
5968,Maz,ENSMUSG00000030678,snRNAseq2
5969,Pagr1a,ENSMUSG00000030680,snRNAseq2
5970,Cdipt,ENSMUSG00000030682,snRNAseq2
5971,Sez6l2,ENSMUSG00000030683,snRNAseq2
5972,Kctd13,ENSMUSG00000030685,snRNAseq2
5973,Stard10,ENSMUSG00000030688,snRNAseq2
5974,Ino80e,ENSMUSG00000030689,snRNAseq2
5975,Fchsd2,ENSMUSG00000030691,snRNAseq2
5976,Aldoa,ENSMUSG00000030695,snRNAseq2
5977,Ppp4c,ENSMUSG00000030697,snRNAseq2
5978,Tbx6,ENSMUSG00000030699,snRNAseq2
5979,Plekhb1,ENSMUSG00000030701,snRNAseq2
5980,Gdpd3,ENSMUSG00000030703,snRNAseq2
5981,Rab6a,ENSMUSG00000030704,snRNAseq2
5982,Mrpl48,ENSMUSG00000030706,snRNAseq2
5983,Coro1a,ENSMUSG00000030707,snRNAseq2
5984,Dnajb13,ENSMUSG00000030708,snRNAseq2
5985,Sult1a1,ENSMUSG00000030711,snRNAseq2
5986,Sgf29,ENSMUSG00000030714,snRNAseq2
5987,Nupr1,ENSMUSG00000030717,snRNAseq2
5988,Ppme1,ENSMUSG00000030718,snRNAseq2
5989,Cln3,ENSMUSG00000030720,snRNAseq2
5990,Cd19,ENSMUSG00000030724,snRNAseq2
5991,Lipt2,ENSMUSG00000030725,snRNAseq2
5992,Pold3,ENSMUSG00000030726,snRNAseq2
5993,Rabep2,ENSMUSG00000030727,snRNAseq2
5994,Pgm2l1,ENSMUSG00000030729,snRNAseq2
5995,Atp2a1,ENSMUSG00000030730,snRNAseq2
5996,Syt3,ENSMUSG00000030731,snRNAseq2
5997,Sh2b1,ENSMUSG00000030733,snRNAseq2
5998,Slco2b1,ENSMUSG00000030737,snRNAseq2
5999,Myh14,ENSMUSG00000030739,snRNAseq2
6000,Spns1,ENSMUSG00000030741,snRNAseq2
6001,Il21r,ENSMUSG00000030745,snRNAseq2
6002,Dgat2,ENSMUSG00000030747,snRNAseq2
6003,Il4ra,ENSMUSG00000030748,snRNAseq2
6004,Nsmce1,ENSMUSG00000030750,snRNAseq2
6005,Psma1,ENSMUSG00000030751,snRNAseq2
6006,Kdm8,ENSMUSG00000030752,snRNAseq2
6007,Thap12,ENSMUSG00000030753,snRNAseq2
6008,Copb1,ENSMUSG00000030754,snRNAseq2
6009,Zkscan2,ENSMUSG00000030757,snRNAseq2
6010,Far1,ENSMUSG00000030759,snRNAseq2
6011,Acer3,ENSMUSG00000030760,snRNAseq2
6012,Myo7a,ENSMUSG00000030761,snRNAseq2
6013,Lcmt1,ENSMUSG00000030763,snRNAseq2
6014,Slc5a11,ENSMUSG00000030769,snRNAseq2
6015,Parva,ENSMUSG00000030770,snRNAseq2
6016,Micalcl,ENSMUSG00000030771,snRNAseq2
6017,Dkk3,ENSMUSG00000030772,snRNAseq2
6018,Rbbp6,ENSMUSG00000030779,snRNAseq2
6019,BC017158,ENSMUSG00000030780,snRNAseq2
6020,Tgfb1i1,ENSMUSG00000030782,snRNAseq2
6021,Cox6a2,ENSMUSG00000030785,snRNAseq2
6022,Itgam,ENSMUSG00000030786,snRNAseq2
6023,Rnf141,ENSMUSG00000030788,snRNAseq2
6024,Adm,ENSMUSG00000030790,snRNAseq2
6025,Dkkl1,ENSMUSG00000030792,snRNAseq2
6026,Pycard,ENSMUSG00000030793,snRNAseq2
6027,Fus,ENSMUSG00000030795,snRNAseq2
6028,Cd37,ENSMUSG00000030798,snRNAseq2
6029,Prss8,ENSMUSG00000030800,snRNAseq2
6030,Kat8,ENSMUSG00000030801,snRNAseq2
6031,Bckdk,ENSMUSG00000030802,snRNAseq2
6032,Gm21974,ENSMUSG00000030804,snRNAseq2
6033,Stx4a,ENSMUSG00000030805,snRNAseq2
6034,Stx1b,ENSMUSG00000030806,snRNAseq2
6035,Fbxl19,ENSMUSG00000030811,snRNAseq2
6036,Bcl7c,ENSMUSG00000030814,snRNAseq2
6037,Phkg2,ENSMUSG00000030815,snRNAseq2
6038,Rnf40,ENSMUSG00000030816,snRNAseq2
6039,Prr14,ENSMUSG00000030822,snRNAseq2
6040,9130019O22Rik,ENSMUSG00000030823,snRNAseq2
6041,Nucb1,ENSMUSG00000030824,snRNAseq2
6042,Hsd17b14,ENSMUSG00000030825,snRNAseq2
6043,Bcat2,ENSMUSG00000030826,snRNAseq2
6044,Fgf21,ENSMUSG00000030827,snRNAseq2
6045,Abcc6,ENSMUSG00000030834,snRNAseq2
6046,Nomo1,ENSMUSG00000030835,snRNAseq2
6047,Ush1c,ENSMUSG00000030838,snRNAseq2
6048,Lamtor1,ENSMUSG00000030842,snRNAseq2
6049,Rgs10,ENSMUSG00000030844,snRNAseq2
6050,Tial1,ENSMUSG00000030846,snRNAseq2
6051,Fgfr2,ENSMUSG00000030849,snRNAseq2
6052,Ate1,ENSMUSG00000030850,snRNAseq2
6053,Tacc2,ENSMUSG00000030852,snRNAseq2
6054,Ptpn5,ENSMUSG00000030854,snRNAseq2
6055,Fam24b,ENSMUSG00000030858,snRNAseq2
6056,Fam24a,ENSMUSG00000030859,snRNAseq2
6057,Acadsb,ENSMUSG00000030861,snRNAseq2
6058,Cpxm2,ENSMUSG00000030862,snRNAseq2
6059,Dctn5,ENSMUSG00000030868,snRNAseq2
6060,Ndufab1,ENSMUSG00000030869,snRNAseq2
6061,Ubfd1,ENSMUSG00000030870,snRNAseq2
6062,Ears2,ENSMUSG00000030871,snRNAseq2
6063,Gga2,ENSMUSG00000030872,snRNAseq2
6064,Mettl9,ENSMUSG00000030876,snRNAseq2
6065,Mrpl17,ENSMUSG00000030879,snRNAseq2
6066,Polr3e,ENSMUSG00000030880,snRNAseq2
6067,Arfip2,ENSMUSG00000030881,snRNAseq2
6068,Dnhd1,ENSMUSG00000030882,snRNAseq2
6069,Uqcrc2,ENSMUSG00000030884,snRNAseq2
6070,Pdzd9,ENSMUSG00000030887,snRNAseq2
6071,Rrp8,ENSMUSG00000030888,snRNAseq2
6072,Ilk,ENSMUSG00000030890,snRNAseq2
6073,Tpp1,ENSMUSG00000030894,snRNAseq2
6074,Cnga4,ENSMUSG00000030897,snRNAseq2
6075,Cckbr,ENSMUSG00000030898,snRNAseq2
6076,Crym,ENSMUSG00000030905,snRNAseq2
6077,Anks4b,ENSMUSG00000030909,snRNAseq2
6078,Zp2,ENSMUSG00000030911,snRNAseq2
6079,Tmem159,ENSMUSG00000030917,snRNAseq2
6080,Trim30a,ENSMUSG00000030921,snRNAseq2
6081,Lyrm1,ENSMUSG00000030922,snRNAseq2
6082,Rexo5,ENSMUSG00000030924,snRNAseq2
6083,Chst15,ENSMUSG00000030930,snRNAseq2
6084,Oat,ENSMUSG00000030934,snRNAseq2
6085,Acsm3,ENSMUSG00000030935,snRNAseq2
6086,Thumpd1,ENSMUSG00000030942,snRNAseq2
6087,Acsm2,ENSMUSG00000030945,snRNAseq2
6088,Lhpp,ENSMUSG00000030946,snRNAseq2
6089,Gp2,ENSMUSG00000030954,snRNAseq2
6090,Fam53b,ENSMUSG00000030956,snRNAseq2
6091,Eef1akmt2,ENSMUSG00000030960,snRNAseq2
6092,Umod,ENSMUSG00000030963,snRNAseq2
6093,Abraxas2,ENSMUSG00000030965,snRNAseq2
6094,Pdilt,ENSMUSG00000030968,snRNAseq2
6095,Acsm5,ENSMUSG00000030972,snRNAseq2
6096,Tex36,ENSMUSG00000030976,snRNAseq2
6097,Rrm1,ENSMUSG00000030978,snRNAseq2
6098,Knop1,ENSMUSG00000030980,snRNAseq2
6099,9030624J02Rik,ENSMUSG00000030982,snRNAseq2
6100,Dhx32,ENSMUSG00000030986,snRNAseq2
6101,Stim1,ENSMUSG00000030987,snRNAseq2
6102,Pgap2,ENSMUSG00000030990,snRNAseq2
6103,D7Ertd443e,ENSMUSG00000030994,snRNAseq2
6104,Art1,ENSMUSG00000030996,snRNAseq2
6105,Mki67,ENSMUSG00000031004,snRNAseq2
6106,Atp6ap2,ENSMUSG00000031007,snRNAseq2
6107,Cask,ENSMUSG00000031012,snRNAseq2
6108,Tmem9b,ENSMUSG00000031021,snRNAseq2
6109,BC051019,ENSMUSG00000031022,snRNAseq2
6110,Akip1,ENSMUSG00000031023,snRNAseq2
6111,St5,ENSMUSG00000031024,snRNAseq2
6112,Trim66,ENSMUSG00000031026,snRNAseq2
6113,Tub,ENSMUSG00000031028,snRNAseq2
6114,Rbm10,ENSMUSG00000031060,snRNAseq2
6115,Cdk16,ENSMUSG00000031065,snRNAseq2
6116,Glrx3,ENSMUSG00000031068,snRNAseq2
6117,Mrgprf,ENSMUSG00000031070,snRNAseq2
6118,Oraov1,ENSMUSG00000031072,snRNAseq2
6119,Fgf15,ENSMUSG00000031073,snRNAseq2
6120,Fgf3,ENSMUSG00000031074,snRNAseq2
6121,Ano1,ENSMUSG00000031075,snRNAseq2
6122,Cttn,ENSMUSG00000031078,snRNAseq2
6123,Nadsyn1,ENSMUSG00000031090,snRNAseq2
6124,Dock11,ENSMUSG00000031093,snRNAseq2
6125,Cul4b,ENSMUSG00000031095,snRNAseq2
6126,Tnni2,ENSMUSG00000031097,snRNAseq2
6127,Syt8,ENSMUSG00000031098,snRNAseq2
6128,Smarca1,ENSMUSG00000031099,snRNAseq2
6129,Rab33a,ENSMUSG00000031104,snRNAseq2
6130,Rbmx2,ENSMUSG00000031107,snRNAseq2
6131,Slc9a9,ENSMUSG00000031129,snRNAseq2
6132,Cacna1f,ENSMUSG00000031142,snRNAseq2
6133,Ccdc22,ENSMUSG00000031143,snRNAseq2
6134,Syp,ENSMUSG00000031144,snRNAseq2
6135,Prickle3,ENSMUSG00000031145,snRNAseq2
6136,Plp2,ENSMUSG00000031146,snRNAseq2
6137,Magix,ENSMUSG00000031147,snRNAseq2
6138,Gpkow,ENSMUSG00000031148,snRNAseq2
6139,Ccdc120,ENSMUSG00000031150,snRNAseq2
6140,Gripap1,ENSMUSG00000031153,snRNAseq2
6141,Otud5,ENSMUSG00000031154,snRNAseq2
6142,Pim2,ENSMUSG00000031155,snRNAseq2
6143,Slc35a2,ENSMUSG00000031156,snRNAseq2
6144,Pqbp1,ENSMUSG00000031157,snRNAseq2
6145,Timm17b,ENSMUSG00000031158,snRNAseq2
6146,Eras,ENSMUSG00000031160,snRNAseq2
6147,Hdac6,ENSMUSG00000031161,snRNAseq2
6148,Wdr13,ENSMUSG00000031166,snRNAseq2
6149,Rbm3,ENSMUSG00000031167,snRNAseq2
6150,Ebp,ENSMUSG00000031168,snRNAseq2
6151,Porcn,ENSMUSG00000031169,snRNAseq2
6152,Slc38a5,ENSMUSG00000031170,snRNAseq2
6153,Otc,ENSMUSG00000031173,snRNAseq2
6154,Rpgr,ENSMUSG00000031174,snRNAseq2
6155,Dynlt3,ENSMUSG00000031176,snRNAseq2
6156,4930447F04Rik,ENSMUSG00000031182,snRNAseq2
6157,Aff2,ENSMUSG00000031189,snRNAseq2
6158,4931400O07Rik,ENSMUSG00000031194,snRNAseq2
6159,Mtcp1,ENSMUSG00000031200,snRNAseq2
6160,Rab39b,ENSMUSG00000031202,snRNAseq2
6161,Asb12,ENSMUSG00000031204,snRNAseq2
6162,Heph,ENSMUSG00000031209,snRNAseq2
6163,Gpr165,ENSMUSG00000031210,snRNAseq2
6164,Pgr15l,ENSMUSG00000031212,snRNAseq2
6165,Ophn1,ENSMUSG00000031214,snRNAseq2
6166,Stard8,ENSMUSG00000031216,snRNAseq2
6167,Efnb1,ENSMUSG00000031217,snRNAseq2
6168,Awat2,ENSMUSG00000031220,snRNAseq2
6169,Igbp1,ENSMUSG00000031221,snRNAseq2
6170,Atrx,ENSMUSG00000031229,snRNAseq2
6171,Magt1,ENSMUSG00000031232,snRNAseq2
6172,Pgk2,ENSMUSG00000031233,snRNAseq2
6173,Tbx22,ENSMUSG00000031241,snRNAseq2
6174,Tnmd,ENSMUSG00000031250,snRNAseq2
6175,Srpx2,ENSMUSG00000031253,snRNAseq2
6176,Cstf2,ENSMUSG00000031256,snRNAseq2
6177,Xkrx,ENSMUSG00000031258,snRNAseq2
6178,Cenpi,ENSMUSG00000031262,snRNAseq2
6179,Btk,ENSMUSG00000031264,snRNAseq2
6180,Gla,ENSMUSG00000031266,snRNAseq2
6181,4930513O06Rik,ENSMUSG00000031270,snRNAseq2
6182,Serpina7,ENSMUSG00000031271,snRNAseq2
6183,Col4a6,ENSMUSG00000031273,snRNAseq2
6184,Col4a5,ENSMUSG00000031274,snRNAseq2
6185,Pak3,ENSMUSG00000031284,snRNAseq2
6186,Glt28d2,ENSMUSG00000031286,snRNAseq2
6187,Il13ra2,ENSMUSG00000031289,snRNAseq2
6188,Cdkl5,ENSMUSG00000031292,snRNAseq2
6189,Rs1,ENSMUSG00000031293,snRNAseq2
6190,D630029K05Rik,ENSMUSG00000031294,snRNAseq2
6191,Adgrg2,ENSMUSG00000031298,snRNAseq2
6192,Pdha1,ENSMUSG00000031299,snRNAseq2
6193,Nlgn3,ENSMUSG00000031302,snRNAseq2
6194,Map3k15,ENSMUSG00000031303,snRNAseq2
6195,Rps6ka3,ENSMUSG00000031309,snRNAseq2
6196,Itgb1bp2,ENSMUSG00000031312,snRNAseq2
6197,Taf1,ENSMUSG00000031314,snRNAseq2
6198,Chic1,ENSMUSG00000031327,snRNAseq2
6199,Flna,ENSMUSG00000031328,snRNAseq2
6200,Tsx,ENSMUSG00000031329,snRNAseq2
6201,Zcchc13,ENSMUSG00000031330,snRNAseq2
6202,Mtm1,ENSMUSG00000031337,snRNAseq2
6203,Gabre,ENSMUSG00000031340,snRNAseq2
6204,Gpm6b,ENSMUSG00000031342,snRNAseq2
6205,Gabra3,ENSMUSG00000031343,snRNAseq2
6206,Gabrq,ENSMUSG00000031344,snRNAseq2
6207,Cetn2,ENSMUSG00000031347,snRNAseq2
6208,Nsdhl,ENSMUSG00000031349,snRNAseq2
6209,Zfp185,ENSMUSG00000031351,snRNAseq2
6210,Hccs,ENSMUSG00000031352,snRNAseq2
6211,Rbbp7,ENSMUSG00000031353,snRNAseq2
6212,Msl3,ENSMUSG00000031358,snRNAseq2
6213,Ctps2,ENSMUSG00000031360,snRNAseq2
6214,Xlr4c,ENSMUSG00000031362,snRNAseq2
6215,Grpr,ENSMUSG00000031364,snRNAseq2
6216,Zfp275,ENSMUSG00000031365,snRNAseq2
6217,Haus7,ENSMUSG00000031371,snRNAseq2
6218,Trex2,ENSMUSG00000031372,snRNAseq2
6219,Zfp92,ENSMUSG00000031374,snRNAseq2
6220,Bgn,ENSMUSG00000031375,snRNAseq2
6221,Atp2b3,ENSMUSG00000031376,snRNAseq2
6222,Bmx,ENSMUSG00000031377,snRNAseq2
6223,Abcd1,ENSMUSG00000031378,snRNAseq2
6224,Pir,ENSMUSG00000031379,snRNAseq2
6225,Vegfd,ENSMUSG00000031380,snRNAseq2
6226,Piga,ENSMUSG00000031381,snRNAseq2
6227,Dusp9,ENSMUSG00000031383,snRNAseq2
6228,Plxnb3,ENSMUSG00000031385,snRNAseq2
6229,Hcfc1,ENSMUSG00000031386,snRNAseq2
6230,Renbp,ENSMUSG00000031387,snRNAseq2
6231,Naa10,ENSMUSG00000031388,snRNAseq2
6232,Arhgap4,ENSMUSG00000031389,snRNAseq2
6233,Avpr2,ENSMUSG00000031390,snRNAseq2
6234,L1cam,ENSMUSG00000031391,snRNAseq2
6235,Irak1,ENSMUSG00000031392,snRNAseq2
6236,Mecp2,ENSMUSG00000031393,snRNAseq2
6237,Opn1mw,ENSMUSG00000031394,snRNAseq2
6238,Tktl1,ENSMUSG00000031397,snRNAseq2
6239,Plxna3,ENSMUSG00000031398,snRNAseq2
6240,Fam3a,ENSMUSG00000031399,snRNAseq2
6241,G6pdx,ENSMUSG00000031400,snRNAseq2
6242,Mpp1,ENSMUSG00000031402,snRNAseq2
6243,Dkc1,ENSMUSG00000031403,snRNAseq2
6244,Prame,ENSMUSG00000031411,snRNAseq2
6245,Morf4l2,ENSMUSG00000031422,snRNAseq2
6246,Plp1,ENSMUSG00000031425,snRNAseq2
6247,Zcchc18,ENSMUSG00000031428,snRNAseq2
6248,Tsc22d3,ENSMUSG00000031431,snRNAseq2
6249,Prps1,ENSMUSG00000031432,snRNAseq2
6250,Rbm41,ENSMUSG00000031433,snRNAseq2
6251,Atp11a,ENSMUSG00000031441,snRNAseq2
6252,Mcf2l,ENSMUSG00000031442,snRNAseq2
6253,F7,ENSMUSG00000031443,snRNAseq2
6254,F10,ENSMUSG00000031444,snRNAseq2
6255,Proz,ENSMUSG00000031445,snRNAseq2
6256,Lamp1,ENSMUSG00000031447,snRNAseq2
6257,Adprhl1,ENSMUSG00000031448,snRNAseq2
6258,Atp4b,ENSMUSG00000031449,snRNAseq2
6259,Gas6,ENSMUSG00000031451,snRNAseq2
6260,Agpat5,ENSMUSG00000031467,snRNAseq2
6261,Nek3,ENSMUSG00000031478,snRNAseq2
6262,Vps36,ENSMUSG00000031479,snRNAseq2
6263,Thsd1,ENSMUSG00000031480,snRNAseq2
6264,Tpte,ENSMUSG00000031481,snRNAseq2
6265,Slc25a15,ENSMUSG00000031482,snRNAseq2
6266,Plpbp,ENSMUSG00000031485,snRNAseq2
6267,Adgra2,ENSMUSG00000031486,snRNAseq2
6268,Adrb3,ENSMUSG00000031489,snRNAseq2
6269,Eif4ebp1,ENSMUSG00000031490,snRNAseq2
6270,Ggn,ENSMUSG00000031493,snRNAseq2
6271,Cd209a,ENSMUSG00000031494,snRNAseq2
6272,Tnfsf13b,ENSMUSG00000031497,snRNAseq2
6273,Col4a2,ENSMUSG00000031503,snRNAseq2
6274,Rab20,ENSMUSG00000031504,snRNAseq2
6275,Ptpn7,ENSMUSG00000031506,snRNAseq2
6276,Ankrd10,ENSMUSG00000031508,snRNAseq2
6277,1700016D06Rik,ENSMUSG00000031509,snRNAseq2
6278,Arhgef7,ENSMUSG00000031511,snRNAseq2
6279,Tex29,ENSMUSG00000031512,snRNAseq2
6280,Leprotl1,ENSMUSG00000031513,snRNAseq2
6281,Dctn6,ENSMUSG00000031516,snRNAseq2
6282,Gpm6a,ENSMUSG00000031517,snRNAseq2
6283,Dlc1,ENSMUSG00000031523,snRNAseq2
6284,Eri1,ENSMUSG00000031527,snRNAseq2
6285,Tnks,ENSMUSG00000031529,snRNAseq2
6286,Dkk4,ENSMUSG00000031535,snRNAseq2
6287,Polb,ENSMUSG00000031536,snRNAseq2
6288,Ikbkb,ENSMUSG00000031537,snRNAseq2
6289,Plat,ENSMUSG00000031538,snRNAseq2
6290,Ap3m2,ENSMUSG00000031539,snRNAseq2
6291,Kat6a,ENSMUSG00000031540,snRNAseq2
6292,Gpat4,ENSMUSG00000031545,snRNAseq2
6293,Gins4,ENSMUSG00000031546,snRNAseq2
6294,Ido2,ENSMUSG00000031549,snRNAseq2
6295,Ido1,ENSMUSG00000031551,snRNAseq2
6296,Adam18,ENSMUSG00000031552,snRNAseq2
6297,Adam3,ENSMUSG00000031553,snRNAseq2
6298,Plekha2,ENSMUSG00000031557,snRNAseq2
6299,4930555F03Rik,ENSMUSG00000031559,snRNAseq2
6300,Dctd,ENSMUSG00000031562,snRNAseq2
6301,Wwc2,ENSMUSG00000031563,snRNAseq2
6302,Fgfr1,ENSMUSG00000031565,snRNAseq2
6303,Star,ENSMUSG00000031574,snRNAseq2
6304,Ash2l,ENSMUSG00000031575,snRNAseq2
6305,Kcnu1,ENSMUSG00000031576,snRNAseq2
6306,Mak16,ENSMUSG00000031578,snRNAseq2
6307,Frg1,ENSMUSG00000031590,snRNAseq2
6308,Asah1,ENSMUSG00000031591,snRNAseq2
6309,Pcm1,ENSMUSG00000031592,snRNAseq2
6310,Fgl1,ENSMUSG00000031594,snRNAseq2
6311,Fgf20,ENSMUSG00000031603,snRNAseq2
6312,Msmo1,ENSMUSG00000031604,snRNAseq2
6313,Klhl2,ENSMUSG00000031605,snRNAseq2
6314,Galnt7,ENSMUSG00000031608,snRNAseq2
6315,Ednra,ENSMUSG00000031616,snRNAseq2
6316,Iqcm,ENSMUSG00000031620,snRNAseq2
6317,Isx,ENSMUSG00000031621,snRNAseq2
6318,Sin3b,ENSMUSG00000031622,snRNAseq2
6319,Sorbs2,ENSMUSG00000031626,snRNAseq2
6320,Cenpu,ENSMUSG00000031629,snRNAseq2
6321,Cfap97,ENSMUSG00000031631,snRNAseq2
6322,Slc25a4,ENSMUSG00000031633,snRNAseq2
6323,Ufsp2,ENSMUSG00000031634,snRNAseq2
6324,Anxa10,ENSMUSG00000031635,snRNAseq2
6325,Pdlim3,ENSMUSG00000031636,snRNAseq2
6326,Tlr3,ENSMUSG00000031639,snRNAseq2
6327,Gm45753,ENSMUSG00000031640,snRNAseq2
6328,Cbr4,ENSMUSG00000031641,snRNAseq2
6329,Nek1,ENSMUSG00000031644,snRNAseq2
6330,F11,ENSMUSG00000031645,snRNAseq2
6331,Triml1,ENSMUSG00000031651,snRNAseq2
6332,N4bp1,ENSMUSG00000031652,snRNAseq2
6333,Cbln1,ENSMUSG00000031654,snRNAseq2
6334,Heatr3,ENSMUSG00000031657,snRNAseq2
6335,Adcy7,ENSMUSG00000031659,snRNAseq2
6336,Nkd1,ENSMUSG00000031661,snRNAseq2
6337,Snx20,ENSMUSG00000031662,snRNAseq2
6338,Rbl2,ENSMUSG00000031666,snRNAseq2
6339,Aktip,ENSMUSG00000031667,snRNAseq2
6340,Eif2ak3,ENSMUSG00000031668,snRNAseq2
6341,Got2,ENSMUSG00000031672,snRNAseq2
6342,Cdh11,ENSMUSG00000031673,snRNAseq2
6343,1700011L22Rik,ENSMUSG00000031682,snRNAseq2
6344,Lsm6,ENSMUSG00000031683,snRNAseq2
6345,Slc10a7,ENSMUSG00000031684,snRNAseq2
6346,Tnpo2,ENSMUSG00000031691,snRNAseq2
6347,Mylk3,ENSMUSG00000031698,snRNAseq2
6348,Gpt2,ENSMUSG00000031700,snRNAseq2
6349,Dnaja2,ENSMUSG00000031701,snRNAseq2
6350,Rfx1,ENSMUSG00000031706,snRNAseq2
6351,Tecr,ENSMUSG00000031708,snRNAseq2
6352,Tbc1d9,ENSMUSG00000031709,snRNAseq2
6353,Ucp1,ENSMUSG00000031710,snRNAseq2
6354,Il15,ENSMUSG00000031712,snRNAseq2
6355,Gab1,ENSMUSG00000031714,snRNAseq2
6356,Smarca5,ENSMUSG00000031715,snRNAseq2
6357,Hp,ENSMUSG00000031722,snRNAseq2
6358,Txnl4b,ENSMUSG00000031723,snRNAseq2
6359,Ces1f,ENSMUSG00000031725,snRNAseq2
6360,Pmfbp1,ENSMUSG00000031727,snRNAseq2
6361,Zfp821,ENSMUSG00000031728,snRNAseq2
6362,Ist1,ENSMUSG00000031729,snRNAseq2
6363,Dhodh,ENSMUSG00000031730,snRNAseq2
6364,Ap1g1,ENSMUSG00000031731,snRNAseq2
6365,Phlpp2,ENSMUSG00000031732,snRNAseq2
6366,Irx3,ENSMUSG00000031734,snRNAseq2
6367,Crnde,ENSMUSG00000031736,snRNAseq2
6368,Irx5,ENSMUSG00000031737,snRNAseq2
6369,Mmp2,ENSMUSG00000031740,snRNAseq2
6370,Gnao1,ENSMUSG00000031748,snRNAseq2
6371,St3gal2,ENSMUSG00000031749,snRNAseq2
6372,Il34,ENSMUSG00000031750,snRNAseq2
6373,Amfr,ENSMUSG00000031751,snRNAseq2
6374,Cog4,ENSMUSG00000031753,snRNAseq2
6375,Nudt21,ENSMUSG00000031754,snRNAseq2
6376,Cenpn,ENSMUSG00000031756,snRNAseq2
6377,Cdyl2,ENSMUSG00000031758,snRNAseq2
6378,Mt2,ENSMUSG00000031762,snRNAseq2
6379,Mt1,ENSMUSG00000031765,snRNAseq2
6380,Slc12a3,ENSMUSG00000031766,snRNAseq2
6381,Nudt7,ENSMUSG00000031767,snRNAseq2
6382,Herpud1,ENSMUSG00000031770,snRNAseq2
6383,Cntnap4,ENSMUSG00000031772,snRNAseq2
6384,Pllp,ENSMUSG00000031775,snRNAseq2
6385,Arl2bp,ENSMUSG00000031776,snRNAseq2
6386,Cx3cl1,ENSMUSG00000031778,snRNAseq2
6387,Ccl22,ENSMUSG00000031779,snRNAseq2
6388,Ccl17,ENSMUSG00000031780,snRNAseq2
6389,Ciapin1,ENSMUSG00000031781,snRNAseq2
6390,Coq9,ENSMUSG00000031782,snRNAseq2
6391,Polr2c,ENSMUSG00000031783,snRNAseq2
6392,Adgrg1,ENSMUSG00000031785,snRNAseq2
6393,Drc7,ENSMUSG00000031786,snRNAseq2
6394,Katnb1,ENSMUSG00000031787,snRNAseq2
6395,Kifc3,ENSMUSG00000031788,snRNAseq2
6396,Mmp15,ENSMUSG00000031790,snRNAseq2
6397,Usb1,ENSMUSG00000031792,snRNAseq2
6398,Phxr4,ENSMUSG00000031802,snRNAseq2
6399,Jak3,ENSMUSG00000031805,snRNAseq2
6400,Pgls,ENSMUSG00000031807,snRNAseq2
6401,1700018B08Rik,ENSMUSG00000031809,snRNAseq2
6402,Map1lc3b,ENSMUSG00000031812,snRNAseq2
6403,Mthfsd,ENSMUSG00000031816,snRNAseq2
6404,Babam1,ENSMUSG00000031820,snRNAseq2
6405,Gins2,ENSMUSG00000031821,snRNAseq2
6406,Gse1,ENSMUSG00000031822,snRNAseq2
6407,6430548M08Rik,ENSMUSG00000031824,snRNAseq2
6408,Crispld2,ENSMUSG00000031825,snRNAseq2
6409,Usp10,ENSMUSG00000031826,snRNAseq2
6410,Cotl1,ENSMUSG00000031827,snRNAseq2
6411,Dnaaf1,ENSMUSG00000031831,snRNAseq2
6412,Taf1c,ENSMUSG00000031832,snRNAseq2
6413,Mast3,ENSMUSG00000031833,snRNAseq2
6414,Pik3r2,ENSMUSG00000031834,snRNAseq2
6415,Mbtps1,ENSMUSG00000031835,snRNAseq2
6416,Necab2,ENSMUSG00000031837,snRNAseq2
6417,Ifi30,ENSMUSG00000031838,snRNAseq2
6418,Hsbp1,ENSMUSG00000031839,snRNAseq2
6419,Rab3a,ENSMUSG00000031840,snRNAseq2
6420,Pde4c,ENSMUSG00000031842,snRNAseq2
